"ID1","COUNTY/CNTY_CD","ROUTE_NAME","LOCATION","VENDOR_ID/CVG_VLM_ID","YEAR","FAADT","AADT","MONTH","FAWDT","AWDT","TYPE","LinkID_Tag","Updated LinkID","ID","Daily_Counts","Screenline","Cutline"
4023,"31","SR 1110","S OF SR 2281","3100735",2017,10540,11000,0,10728,11000,"CB","52466",52466,52466,11000,,17
3946,"31","I-85","FROM EXIT 170 TO EXIT 172","3100282",2017,62381,62000,0,66476,66000,"CB","34764",51322,51322,33000,,17
3737,"31","NC 54","N OF SR 1110","3100501",2017,43074,43000,0,43841,44000,"CB","44530",44530,44530,22000,,17
2727,"67","I-40","FROM EXIT 266 TO EXIT 270","6700945",2017,82148,82000,0,87541,88000,"CB","35719",35959,35959,44000,,17
2710,"67","I-40","FROM EXIT 266 TO EXIT 270","6700945",2017,82148,82000,0,87541,88000,"CB","35719",35719,35719,44000,,17
2679,"31","I-85","FROM EXIT 170 TO EXIT 172","3100282",2017,62381,62000,0,66476,66000,"CB","34764",34764,34764,33000,,17
1904,"31","NC 157","N OF SR 2315","3100666",2017,3930,3900,0,4000,4000,"CB","20492",20492,20492,4000,,17
1796,"67","NC 57","N OF SR 1532","6703401",2017,2203,2200,0,2242,2200,"CB","18877",18877,18877,2200,,17
1746,"DURHAM","SR-1470","East of Rougemont Rd","17-14909",,,,,,480,,,18419,18419,480,,17
1649,"67","SR 1716","W OF SR 1309","6700269",2017,1317,1300,0,1340,1300,"CB","17179",17179,17179,1300,,17
1648,"67","NC 751","S OF US 70 BUS","6700284",2017,4770,4800,0,5405,5400,"CB","17178",17178,17178,5400,,17
1647,"67","US 70 BUS","E OF NC 751","6700300",2017,8687,8700,0,9844,9800,"CB","17177",17177,17177,9800,,17
1644,"67","SR 1002","E OF SR 1573","6700911",2017,2625,2600,0,2672,2700,"CB","17170",17170,17170,2700,,17
1601,"31","NC 54","N OF SR 1110","3100501",2017,43074,43000,0,43841,44000,"CB","44530",16745,16745,22000,,17
1483,"DURHAM","SR-2292","S OF I-40","17-14900",,,,,,60000,,,11173,11173,30000,6,17
1329,"67","SR 1718","W OF SR 1803","6700256",2017,2329,2300,0,2370,2400,"CB","10190",10190,10190,2400,,17
1327,"67","SR 1731","W OF SR 1734","6700890",2017,4568,4600,0,4649,4600,"CB","10188",10188,10188,4600,,17
1325,"ORANGE","SR-1734","N OF SAGE RD","17-14819",,,,,,7000,,,10182,10182,7000,6,17
1321,"DURHAM","SR-2292","S OF I-40","17-14900",,,,,,60000,,,10155,10155,30000,6,17
1320,"31","SR 1114","S OF SR 1113 KING RD","3100498",2017,5643,5600,0,5744,5700,"CB","10141",10141,10141,5700,,17
1186,"67","SR 1569","E OF SR 1567","6700905",2017,2180,2200,0,2219,2200,"CB","9559",9559,9559,2200,,17
1074,"31","SR 2220","E OF SR 1207","3100493",2017,10067,10000,0,10246,10000,"GF","9074",9074,9074,10000,6,17
144,"31","SR 1453","N OF SR 1450","3100634",2017,2073,2100,0,2110,2100,"GF","3271",3271,3271,2100,,17
3384,"NASH","SR-1124","Between Taylors Mill Rd and Creech-Johnson Rd","17-10798",,,,,,350,,,40578,40578,350,,16
3100,"63","US 264","W OF SR 1166","6300048",2017,25626,26000,0,26082,26000,"CB","36934",36934,36934,13000,,16
129,"NASH","SR-1120","Between NC 39 and Driver Rd","17-10797",,,,,,790,,,39225,39225,790,,16
128,"NASH","SR-1116","Between Hilliard Rd and Buckhorn Dr","17-10799",,,,,,530,,,39224,39224,530,,16
127,"63","NC 97","W OF SR 1166","6303402",2017,2897,2900,0,2949,2900,"CB","39217",39217,39217,2900,,16
2860,"34","SR 1737","S OF US 64","3409016",2017,1810,1800,0,1842,1800,"CB","36948",36948,36948,1800,,16
125,"JOHNSTON","SR-1733","Between Flower Hill Rd and NC 231","17-13057",,,,,,330,,,36940,36940,330,,16
124,"63","US 264","W OF SR 1166","6300048",2017,25626,26000,0,26082,26000,"CB","36936",36936,36936,13000,,16
123,"NASH","US-264","Between NC 39 and Brantley Rd","17-10796",,,,,,3700,,,36790,36790,3700,,16
3749,"HARNETT","SR-2791","Between Rawls Church Rd. and Oakcliff Ln.","17-14037",,,,,,1800,,,45136,57282,1800,,15
3651,"WAKE","SR-2761","Between Lipscomb Rd. and Dorcester Ln.","17-14045",,,,,,940,,,43577,43577,940,,15
3350,"WAKE","SR-2754","Between Pleasant Memories Ln. and Dorman Ct.","17-14044",,,,,,960,,,40360,40360,960,,15
122,"HARNETT","SR-1412","N  OF SR1415","17-10862",,,,,,2100,,,31377,31377,2100,,15
44,"JOHNSTON","SR-1006","S of Wake/Johnston County Line","17-14046",,,,,,2500,,,26191,26191,2500,,15
121,"HARNETT","SR-1448","Between Rawls Church Rd. and Purfoy Rd.","17-10865",,,,,,3100,,,26139,26139,3100,,15
2486,"HARNETT","SR-1446","Between Rawls Church Rd. and Wexford Drive","17-10866",,,,,,2200,,,26138,26138,2200,,15
120,"WAKE","NC-55","S OF SR 2762","17-14039",,,,,,19000,,,26060,26060,19000,,15
2427,"42","SR 1403","N OF NC 42","4201508",2017,1039,1000,0,1058,1100,"GF","25635",25635,25635,1100,,15
2416,"HARNETT","US-401","North of Rawls Church Rd","17-10864",,,,,,14000,,,25604,25604,14000,,15
117,"WAKE","SR-1119","S OF SR 1122","17-10868",,,,,,1300,,,21581,21581,1300,,15
1652,"HARNETT","NC-42","Between Oakridge Duncan Rd. and OC Hester Rd.","17-10861",,,,,,5400,,,17224,17224,5400,,15
115,"CHATHAM","SR-1724","Between Sun Forest Way and Cub Creek Rd.","17-02505",,,,,,1100,,,36397,36397,1100,,14
114,"ORANGE","SR-1939","Between Damascus Church Rd. and Wolf Tr.","17-03466",,,,,,1500,,,20117,20117,1500,,14
113,"ORANGE","SR-1942","Between Ferguson Rd. and Walnut Branch Rd.","17-14770",,,,,,2300,,,20110,20110,2300,,14
112,"ORANGE","SR-1956","Between Old Greensboro Rd. and Stags Tr.","17-14767",,,,,,570,,,18850,18850,570,,14
111,"ORANGE","SR-1008","Between Mangum Ct. and Whippoorwill Ln.","17-14761",,,,,,9800,,,17143,17143,9800,,14
110,"CHATHAM","US-15","South of Cole Dr","17-03469",,,,,,31000,,,17142,17142,31000,,14
109,"CHATHAM","SR-1726","E OF SR 1008","17-02506",,,,,,5300,,,9851,9851,5300,,14
108,"ORANGE","SR-1951","S OF SR 1005","17-14769",,,,,,1300,,,9737,9737,1300,,14
107,"ORANGE",,"North of Old Legacy Ln","17-03468",,,,,,7500,,,3495,3495,7500,,14
4200,"WAKE","SR-1007","Between I-440 and Old Poole Rd","17-14119",,,,,,36000,,,54789,54789,36000,,13
4046,"WAKE","SR-2700","E of Battlefield Dr. W OF I-40","17-14028",,,,,,9800,,,53072,53072,9800,6,13
3895,"WAKE","I-40","Between exit 301 and exit 303","17-05499",,,,,,128000,,,50461,50461,64000,,13
3894,"WAKE","I-40","Between exit 301 and exit 303","17-05499",,,,,,128000,,,50455,50455,64000,,13
106,"WAKE","US-64","Between I-440 and Trawick Rd","17-10878",,,,,,57000,,,35491,35491,28500,,13
105,"WAKE","US-64","Between I-440 and New Hope Rd","17-05502",,,,,,90000,,,31546,31546,45000,,13
104,"WAKE","US-64","Between I-440 and New Hope Rd","17-05502",,,,,,90000,,,31544,31544,45000,,13
1980,"WAKE","SR-1004","W of I-40 E SR 2547","17-14026",,,,,,6100,,,21327,21327,6100,6,13
1510,"WAKE","US-70","W of SR 2547 (Jones Sausage) E SR 2547","18-10026",,,,,,48000,,,11505,11505,24000,6,13
1509,"WAKE","US-70","W of SR 2547 (Jones Sausage) E SR 2547","18-10026",,,,,,48000,,,11504,11504,24000,6,13
103,"WAKE","US-64","Between I-440 and Trawick Rd","17-10878",,,,,,57000,,,11334,11334,28500,,13
971,"WAKE","SR-5220","N of SR 2698 (Martin Branch Rd.) S OF I-40","17-10900",,,,,,17000,,,8543,8543,17000,6,13
101,"91","SR 2542 (E OF OLD WILLIAM","W OF SR 2578","9100921",2017,17373,17000,0,17682,18000,"CB","7163",7163,7163,18000,,13
3918,"WAKE","I-540","EXIT 3TO EXIT4","17-05500",,,,,,116000,,,50978,50978,58000,,12
3917,"WAKE","I-540","EXIT 3TO EXIT4","17-05500",,,,,,116000,,,50976,50976,58000,,12
100,"WAKE","SR-3109","Brier Creek Pkwy SW of Glenwood Ave.","17-10905",,,,,,21000,,,33396,33396,21000,,12
99,"DURHAM","SR-1973","N OF SR 1966","17-14888",,,,,,12000,,,10317,10317,12000,,12
1181,"31","SR 1940","W OF SR 2088","3100424",2017,3735,3700,0,3802,3800,"GF","9540",9540,9540,3800,,12
1103,"31","SR 1959","S OF SR 1926","3100440",2017,37885,38000,0,38560,39000,"CB","9193",9193,9193,39000,,12
1046,"WAKE","SR-3067","W US 70","17-10904",,,,,,21000,,,8966,8966,21000,,12
98,"WAKE","SR-1645","W US 70","17-14107",,,,,,15000,,,7546,7546,15000,,12
4014,"91","SR 2339","W OF SR 2406","9104218",2017,1146,1100,0,1166,1200,"GF","52343",52343,52343,1200,,11
3997,"WAKE","US-401","US 401 south of Wiley Hill Rd. at the Neuse River","18-05679",,,,,,64000,,,52027,52027,64000,,11
3783,"91","FALLS OF NEUSE RD","W OF WAKEFIELD PINES DR","9103550",2017,22510,23000,0,22911,23000,"CB","48849",48849,48849,23000,,11
3528,"FRANKLIN","US-64","W of NC 39","17-05509",,,,,,31000,,,41151,41151,15500,,11
3395,"WAKE","SR-2318","North of Hodge Rd","17-13099",,,,,,460,,,40614,40614,460,,11
3391,"WAKE",,"South of Estes Farm Ct","17-13100",,,,,,1000,,,40609,40609,1000,,11
126,"NASH","SR-1150","South of Burgess Rd","17-10811",,,,,,640,,,38085,38085,640,,11
2716,"91","SR 1001","S OF SR 2336","9104217",2017,4484,4500,0,4564,4600,"GF","35800",35800,35800,4600,,11
2391,"34","NC 39","S OF US 64","3400044",2017,4278,4300,0,4354,4400,"CB","25488",25488,25488,4400,,11
96,"WAKE","NC-98","W OF SR 1917","17-14097",,,,,,18000,,,22591,22591,18000,,11
2063,"WAKE","SR-2227","East of Watkins Town Rd","17-13093",,,,,,1900,,,22443,22443,1900,,11
95,"WAKE","US-1","US 1 North 0.75 miles north of Thorton Rd.","17-13109",,,,,,44000,,,11945,11945,44000,,11
1012,"WAKE","SR-2000","N OF SR 2152","17-13110",,,,,,13000,,,8827,8827,13000,,11
94,"WAKE","SR-1907","New Light Rd. / Six Forks Rd. 0.10 miles north of Ghoston Rd","17-14096",,,,,,6800,,,8806,8806,6800,,11
93,"WAKE","NC-50","N OF OLD CREEDMOOR RD","17-14095",,,,,,12000,,,8743,8743,12000,,11
499,"WAKE","NC-96","Between Hopkins Chapel Rd and Jack Mitchell Rd","17-13102",,,,,,9200,,,6337,6337,9200,,11
493,"WAKE","SR-2929","North of Rocky Top Dr","17-13094",,,,,,1100,,,6325,6325,1100,,11
471,"WAKE","SR-1003","North of Fixit Shop Rd","17-13096",,,,,,3800,,,6132,6132,3800,,11
3756,"WAKE","SR-2049","North of Holden Rd","17-13092",,,,,,8400,,,45480,6114,8400,,11
437,"WAKE","SR-2329","North of Buck Rd","17-13101",,,,,,1100,,,5936,5936,1100,,11
273,"FRANKLIN","US-64","W of NC 39","17-05509",,,,,,31000,,,4159,4159,15500,,11
4354,"WAKE",,"Between US1/64 and Jones Franklin Rd","17-05513",,,,,,14000,,,56446,56446,14000,,9
4226,"WAKE","SR-3977","Between US 1 and Tryon Rd","17-14079",,,,,,25000,,,55036,55036,25000,,9
4225,"WAKE","NC-55","Between Lufkin Rd and Bobbitt Rd","17-14074",,,,,,53000,,,55018,55018,53000,,9
4051,"91","I-540","FROM EXIT 55 TO EXIT 56","9103554",2017,18103,18000,0,19291,19000,"CB","53097",53097,53097,9500,,9
4050,"91","I-540","FROM EXIT 55 TO EXIT 56","9103554",2017,18103,18000,0,19291,19000,"CB","53097",53096,53096,9500,,9
3825,"CHATHAM","SR-1012","SE OF US 1","17-02515",,,,,,2300,,,49103,49103,2300,,9
3821,"CHATHAM","SR-1011","Old US 1 S of US 1","17-03474",,,,,,1400,,,49083,49083,1400,,9
3645,"WAKE","SR-1010","Between US 1 and Reliance Ave","17-14075",,,,,,29000,,,43449,43449,29000,,9
3642,"WAKE","SR-1149","Between US 1 and Woods Creek Rd","17-14072",,,,,,1300,,,43398,43398,1300,,9
3584,"WAKE",,"Between Tryon Rd and Ederlee Dr","17-14076",,,,,,23000,,,41449,41449,23000,,9
92,"WAKE","SR-1153","Between US 1 and King David Ct","17-14073",,,,,,2400,,,36480,36480,2400,,9
90,"CHATHAM","SR-1972","Between US 1 and Old US 1","17-02517",,,,,,1200,,,17539,17539,1200,,9
88,"WAKE","SR-1127","Between US 1 and Friendship Rd","17-14071",,,,,,8200,,,11540,11540,8200,,9
85,"WAKE","SR-1313","Between US 1 and Piney Plains Rd","17-05511",,,,,,41000,,,8568,8568,41000,,9
621,"WAKE","SR-1009","Between Regency Pkwy and Kildaire Farm Rd","17-14077",,,,,,37000,,,7121,7121,37000,,9
4384,"FRANKLIN","SR-1118","Between NC 56 and Happy Valley Tr","17-10824",,,,,,1200,,,57040,57040,1200,,8
4291,"JOHNSTON","SR-1908","Between Powhatan Rd and Wilsons Mill Rd","17-10703",,,,,,5800,,,55694,55694,5800,,8
4290,"JOHNSTON","SR-1902","S. of NC 42","17-10702",,,,,,9000,,,55692,55692,9000,,8
4289,"JOHNSTON","SR-1705","W OF CASTLEBURY RD","17-10692",,,,,,19000,,,55691,55691,19000,,8
4174,"JOHNSTON","SR-1003","Between US 70 and Booker Dairy Rd","17-10690",,,,,,6200,,,54508,54508,6200,,8
4018,"FRANKLIN","SR-1116","Between Hicks Rd and Lane Store Rd","17-10823",,,,,,1700,,,52375,52375,1700,,8
3977,"WAKE","SR-2044","Between Steeple Run Dr and Song Sparrow Dr","17-13111",,,,,,8300,,,51784,51784,8300,,8
3927,"WAKE",,"Between Exit 18 and Exit 20","17-05508",,,,,,82000,,,51060,51060,41000,,8
3926,"WAKE",,"Between Exit 18 and Exit 20","17-05508",,,,,,82000,,,51058,51058,41000,,8
3901,"WAKE",,"West of Jones Dairy Rd","17-14087",,,,,,29000,,,50543,50543,14500,,8
3891,"WAKE","US-64","East of N Rogers Ln","17-05503",,,,,,95000,,,50379,50379,47500,,8
83,"JOHNSTON","SR-2398","South of US-70 Bypass HWY E","17-03448",,,,,,8800,,,39536,39536,8800,,8
82,"JOHNSTON","I-95","Between Exit 95 and Exit 97","18-10072",,,,,,43000,,,39533,39533,21500,,8
81,"JOHNSTON","I-95","Between Exit 95 and Exit 97","18-10072",,,,,,43000,,,39532,39532,21500,,8
80,"JOHNSTON","US-301","Between US 70 Bypass and Booker Dairy Rd","17-10688",,,,,,21000,,,39511,39511,21000,,8
3163,"JOHNSTON","US-70","Between Oak St and Bear Farm Rd","17-10665",,,,,,28000,,,39504,39504,14000,,8
78,"JOHNSTON","US-70","Between Oak St and Bear Farm Rd","17-10665",,,,,,28000,,,38700,38700,14000,,8
2718,"WAKE","SR-2045","Between US 1 and Ligon Mill Rd","17-13108",,,,,,12000,,,35825,35825,12000,,8
2713,"WAKE","SR-2215","Between Holly Ridge Farm Rd and Forestville Rd","17-13089",,,,,,12000,,,35731,35731,12000,,8
76,"FRANKLIN","NC-96","Between Cross St and Knollwood Ln","17-10833",,,,,,6000,,,32005,32005,6000,,8
2547,"WAKE",,"West of Jones Dairy Rd","17-14087",,,,,,29000,,,31826,31826,14500,,8
2533,"WAKE","SR-2555","Between Battle Bridge Rd and Kapalua Way","17-03572",,,,,,3100,,,31651,31651,3100,,8
2520,"WAKE","US-64","East of N Rogers Ln","17-05503",,,,,,95000,,,31558,31558,47500,,8
75,"FRANKLIN","NC-56","Mays Crossroads Rd and Lane Store Rd","17-10825",,,,,,7600,,,25423,25423,7600,,8
74,"FRANKLIN","SR-1211","Between Mitchiner Rd and Sims Bridge Rd","17-10818",,,,,,1800,,,25373,25373,1800,,8
73,"FRANKLIN","SR-1100","Between Cedar Creek Rd and Martindale Dr","17-10834",,,,,,7400,,,25326,25326,7400,,8
72,"FRANKLIN","SR-1116","Between Holding-Young Rd and Cedar Creek Rd","17-10835",,,,,,4500,,,25323,25323,4500,,8
71,"JOHNSTON","SR-1700","Between O'Neal St and Loop Rd","17-10705",,,,,,11000,,,25267,25267,11000,,8
70,"JOHNSTON","SR-1901","Between US 70 and Mohican Tr","17-10693",,,,,,7200,,,25093,25093,7200,,8
69,"WAKE","SR-2945","Between Rogers Ln and Old US 64","17-14116",,,,,,37000,,,17325,17325,18500,,8
68,"WAKE","SR-2945","Between Rogers Ln and Old US 64","17-14116",,,,,,37000,,,11976,11976,18500,,8
549,"WAKE","SR-1942","E OF SR 1941","17-14083",,,,,,1400,,,6688,6688,1400,,8
539,"WAKE","NC-98","Between S. Allen St and Jones Dairy Rd","17-14086",,,,,,5500,,,6587,6587,5500,,8
67,"WAKE","SR-2052","East of S Franklin St","17-14081",,,,,,25000,,,6581,6581,25000,,8
66,"WAKE","SR-2509","Between Old Baucom Rd and Bethlehem Rd","17-14036",,,,,,5000,,,6174,6174,5000,,8
65,"WAKE","SR-1007","Poole Rd. 0.25 miles east of Barwell Rd.","17-03571",,,,,,9300,,,5896,5896,9300,,8
4390,"91","SR 1942","E OF SR 1941 WHITE ST","9104071",2017,991,990,0,1009,1000,"CB","3264",3264,3264,1000,,8
4359,"WAKE","SR-2204","Between I-440 and Westinghouse Blvd","17-14111",,,,,,20000,,,56582,56582,20000,,7
4333,"WAKE","US-1","Between I-440 and Brentwood Rd","17-10876",,,,,,94000,,,56143,56143,47000,,7
4247,"WAKE","US-64","Between Barbee St and Old Zebulon Rd","17-03582",,,,,,6100,,,55415,55415,6100,,7
4233,"WAKE","SR-1649","Between Masota Rd and Dewees Ct","17-10853",,,,,,5700,,,55194,55194,5700,,7
4195,"WAKE",,"Between I-440 and Wolfpack Ln","17-14110",,,,,,31000,,,54748,54748,31000,,7
4073,"WAKE","SR-2000","Between I-440 and Navaho Dr","17-10875",,,,,,62000,,,53302,53302,62000,,7
4031,"WAKE","NC-39","Between Old US 264 and Wake County Line Rd","17-13086",,,,,,5500,,,52744,52744,5500,,7
3929,"WAKE","I-540","South of Old Milbumie Rd","17-05504",,,,,,70000,,,51084,51084,35000,,7
3928,"WAKE","I-540","South of Old Milbumie Rd","17-05504",,,,,,70000,,,51082,51082,35000,,7
3799,"WAKE","SR-2205","Between US 64 and Lake Woodard Dr","17-14112",,,,,,12000,,,48942,48942,12000,,7
3781,"WAKE","SR-2350","Between Barbee St and James Lake Dr","17-13082",,,,,,520,,,48825,48825,520,,7
2974,"63","SR 1124","S OF SR 1142","6301617",2017,661,660,0,673,670,"GF","38409",38409,38409,670,,7
2859,"NASH","NC-231","E OF SR 1164","17-10815",,,,,,1600,,,36946,36946,1600,,7
2784,"WAKE","US-264","Between NC 39 and the county line","17-13087",,,,,,5500,,,36781,36781,5500,,7
64,"WAKE",,"Between I-440 and Raleigh Blvd","17-03556",,,,,,11000,,,35496,35496,11000,,7
63,"WAKE",,"Between US 64 and New Hope Rd","17-14113",,,,,,11000,,,33412,33412,11000,,7
2189,"WAKE","SR-3009","Between Crabtree Valley Ave and US 70","17-10856",,,,,,25000,,,24267,24267,25000,,7
62,"WAKE","US-70","Between I-440 and Blue Ridge Rd","17-10888",,,,,,99000,,,23075,23075,49500,,7
2095,"WAKE","SR-1005","Between I-440 and Dartmouth Rd","17-10874",,,,,,56000,,,22798,22798,56000,,7
61,"WAKE","SR-2345","Between Temple-Johnson Rd and Perry-Curtis Rd","17-13085",,,,,,300,,,22277,22277,300,,7
2026,"WAKE","US-1","Between I-440 and Brentwood Rd","17-10876",,,,,,94000,,,22090,22090,47000,,7
60,"WAKE","SR-2217","Between US 64 and Penselwood Dr","17-03564",,,,,,4500,,,22036,22036,4500,,7
1798,"WAKE","US-264","US 264 east of NC 39 ramps","17-05507",,,,,,29000,,,18920,18920,29000,,7
59,"WAKE","SR-1664","Between Weaver St and Rockwood Dr","17-10854",,,,,,21000,,,17116,17116,21000,,7
1503,"WAKE","US-64","Between Exit 430 and Edgemont Rd","17-05506",,,,,,71000,,,11434,11434,35500,,7
58,"WAKE","SR-2234","Between US 64 and Puryear Rd","17-03576",,,,,,1600,,,11378,11378,1600,,7
57,"WAKE","SR-2049","Between US 64 and Forestville Rd","17-03575",,,,,,6400,,,11375,11375,6400,,7
56,"WAKE",,"Between US 64 and Corporation Pkwy","17-14114",,,,,,25000,,,11365,11365,25000,,7
55,"WAKE",,"Between Six Forks Rd and Currituck Dr","17-14109",,,,,,18000,,,8491,8491,18000,,7
54,"91","SR 1670 (BLUE RIDGE RD)","W OF US 70/NC 50","9100170",2017,15255,15000,0,15527,16000,"CB","7680",7680,7680,16000,,7
761,"WAKE","US-70","Between I-440 and Blue Ridge Rd","17-10888",,,,,,99000,,,7677,7677,49500,,7
53,"WAKE","SR-2349","Between Oak St and Primrose St","17-13083",,,,,,2700,,,6374,6374,2700,,7
506,"91","SR 2349 (WAKEFIELD ST)","S OF OAK ST","9104310",2017,2760,2800,0,2809,2800,"GF","6370",6370,6370,2800,,7
52,"WAKE","NC-96","Between Barbee St and Temple-Johnson Rd","17-13084",,,,,,4700,,,6354,6354,4700,,7
51,"91","SR 2233","N OF US 64 BUS","9104262",2017,12704,13000,0,12930,13000,"CB","6213",6213,6213,13000,,7
50,"WAKE","NC-97","Between US 64 Business and Edgemont Rd","17-03580",,,,,,8700,,,5956,5956,8700,,7
49,"WAKE","SR-2329","Between NC 97 and Hanor Ln","17-03581",,,,,,3600,,,5925,5925,3600,,7
275,"WAKE","US-64","Between Exit 430 and Edgemont Rd","17-05506",,,,,,71000,,,4178,4178,35500,,7
3550,"CHATHAM","SR-1990","W OF MT GILEAD CH RD","17-14999",,,,,,18000,,,41249,41249,9000,,5
2749,"CHATHAM","SR-1545","NE OF SR 1520","17-03481",,,,,,1100,,,36364,36364,1100,,5
1848,"CHATHAM","US-15","N OF BYNUM RD","17-13081",,,,,,18000,,,19919,19919,18000,,5
47,"CHATHAM","SR-1990","W OF MT GILEAD CH RD","17-14999",,,,,,18000,,,16650,16650,9000,,5
1215,"CHATHAM","SR-1012","South of Lees Pt","17-02513",,,,,,3500,,,9686,9686,3500,10,5
4391,"JOHNSTON","I-40","S US 70 N of NC 42","17-10884",,,,,,65000,,,35921,35921,32500,,4
4144,"JOHNSTON","US-70","East of New Bethel Rd","17-10883",,,,,,29000,,,54237,54237,14500,,4
4143,"JOHNSTON","US-70","East of New Bethel Rd","17-10883",,,,,,29000,,,54231,54231,14500,,4
4134,"91","US 264","W OF NC 39","9102369",2017,29882,30000,0,30414,30000,"CB","11444",53985,53985,15000,,4
3983,"JOHNSTON","I-40","S US 70 N of NC 42","17-10884",,,,,,65000,,,51835,51835,32500,,4
3903,"JOHNSTON","SR-1551","W OF US 70","17-14032",,,,,,8200,,,50569,50569,8200,,4
3692,"JOHNSTON","SR-1541","Between SR 1531 (Jackson-King Rd) and Mid Ln.","17-14056",,,,,,770,,,44028,44028,770,,4
3670,"JOHNSTON","SR-1533","Between Spring Overlook and Linville Ln","17-14057",,,,,,2800,,,43816,43816,2800,,4
3383,"JOHNSTON","SR-1723","Between SR 1724 (Pulley Gordon) and SR 1722 (Mudham)","17-10710",,,,,,880,,,40577,40577,880,,4
3382,"JOHNSTON","SR-1718","East of Eagle Rock Rd","17-13044",,,,,,670,,,40574,40574,670,,4
46,"WAKE","SR-2352","S of Morphus Bri","17-03583",,,,,,1100,,,31367,31367,1100,,4
45,"JOHNSTON","SR-1553","S. of Ryan Lane","17-14035",,,,,,5300,,,26246,26246,5300,,4
43,"JOHNSTON","NC-96","Between SR 1726 (Rice Rd.) and Wake County Line","17-10709",,,,,,3600,,,26152,26152,3600,,4
42,"JOHNSTON","SR-1727","Between NC 39 and SR 2345 (Chamblee Rd.)","17-10708",,,,,,870,,,26109,26109,870,,4
41,"WAKE","SR-1525","N OF WAKE/JOHNSTON CO LINE","17-14031",,,,,,11000,,,26064,26064,11000,,4
40,"91","SR 2233","S of SR 2509","9102809",2017,9085,9100,0,9247,9200,"CB","26050",26050,26050,9200,,4
2453,"34","SR 1737","S OF SR 1770","3401683",2017,1223,1200,0,1245,1200,"CB","25861",25861,25861,1200,,4
39,"JOHNSTON","NC-231","Between SR 1701 (Wendell Rd.) and SR 1719 (Hollybrook Rd.)","17-13043",,,,,,5600,,,25459,25459,5600,,4
2372,"34","US 64","E OF NC 39","3400047",2017,24296,24000,0,24729,25000,"CB","25436",25436,25436,12500,,4
2371,"34","US 64","E OF NC 39","3400047",2017,24296,24000,0,24729,25000,"CB","25436",25435,25435,12500,,4
2320,"50","SR 1003","N OF SR 2637","5001563",2017,5418,5400,0,5515,5500,"GF","25273",25273,25273,5500,,4
2314,"JOHNSTON","SR-1004","W SR 1553","17-14034",,,,,,6100,,,25236,25236,6100,,4
38,"JOHNSTON","NC-42","Between NC 50 and SR 1603 (Nicklaus Dr.)","17-14061",,,,,,17000,,,24937,24937,17000,,4
37,"JOHNSTON","SR-1531","N. of Phillipi Drive","17-14052",,,,,,3100,,,24927,24927,3100,,4
2243,"JOHNSTON","NC-50","Between SR 1528 (Page Rd.) and Wyndham Dr","17-14060",,,,,,10000,,,24908,24908,10000,,4
36,"JOHNSTON","SR-1010","E. of Lynnfield","17-14063",,,,,,9300,,,24902,24902,9300,,4
35,"WAKE","US-70","Between SR 2558 (Guy Rd) and SR 1766","17-14033",,,,,,33000,,,11929,11929,16500,,4
34,"WAKE","US-70","Between SR 2558 (Guy Rd) and SR 1766","17-14033",,,,,,33000,,,11478,11478,16500,,4
1505,"91","US 264","W OF NC 39","9102369",2017,29882,30000,0,30414,30000,"CB","11444",11444,11444,15000,,4
456,"91","NC 39","N OF NC 97","9102441",2017,4210,4200,0,4285,4300,"CB","5982",5982,5982,4300,,4
455,"91","NC 97","W OF NC 39","9102386",2017,1880,1900,0,1913,1900,"CB","5979",5979,5979,1900,,4
4150,"DURHAM","SR-2149","N OF ED COOK ROAD","17-14878",,,,,,4800,,,54313,54313,4800,,2
3993,"31","NC 147","FROM EXIT 8 TO EXIT 10","3103409",2017,70489,70000,0,71745,72000,"CB","51958",51958,51958,36000,,2
3992,"31","NC 147","FROM EXIT 8 TO EXIT 10","3103409",2017,70489,70000,0,71745,72000,"CB","51958",51953,51953,36000,,2
3961,"DURHAM",,"W OF US 70","17-14956",,,,,,4200,,,51459,51459,4200,,2
3947,"DURHAM","NC-147","S of Exit 16 (US 15-501)","18-10027",,,,,,54000,,,51335,51335,27000,,2
3706,"DURHAM",,"Between Alpine Rd. and SR 1146 (MLK Pkwy)","17-14896",,,,,,4200,,,44142,44142,4200,,2
2783,"DURHAM",,"Between SR 1146 (MLK Pkwy) and Archdale Dr.","17-14898",,,,,,6700,,,36779,36779,6700,,2
2684,"DURHAM","NC-147","S of Exit 16 (US 15-501)","18-10027",,,,,,54000,,,34885,34885,27000,,2
33,"DURHAM","SR-1303","Between Tower Blvd. and Ashland Dr.","17-14889",,,,,,5300,,,33356,33356,5300,,2
2622,"DURHAM","SR-2745","Between Tower Blvd. and Shannon Rd.","17-14891",,,,,,23000,,,33353,33353,23000,,2
32,"DURHAM","SR-1926","Between Glover Rd. and Wrenn Rd.","17-14880",,,,,,9100,,,23995,23995,9100,,2
31,"DURHAM","SR-1800","E OF HARDEE ST","17-14951",,,,,,9100,,,21262,21262,9100,,2
30,"DURHAM","NC-98","W OF US 70 BYP","17-14953",,,,,,18000,,,21260,21260,18000,,2
29,"DURHAM",,"W OF SHANNON RD","17-14892",,,,,,12000,,,21109,21109,12000,,2
