"ID1","COUNTY/CNTY_CD","ROUTE_NAME","LOCATION","VENDOR_ID/CVG_VLM_ID","YEAR","FAADT","AADT","MONTH","FAWDT","AWDT","TYPE","LinkID_Tag","Updated LinkID","ID","Daily_Counts","Screenline","Cutline"
2525,"WAKE","US-64","Between US 64 Business and Rolesville Rd","17-05505",,,,,,68000,,,31618,31618,34000,,
2524,"91","US 64","FROM EXIT 427 TO EXIT 429","9103473",2017,61738,62000,0,62838,63000,"CB","50307",31589,31589,31500,,
2523,"91","US 64","FROM EXIT 425 TO EXIT 427","9103506",2017,68712,69000,0,69936,70000,"CB","31588",31588,31588,35000,,
2522,"91","US 64","FROM EXIT 423 TO EXIT 425","9103472",2017,81336,81000,0,82785,83000,"CB","50437",31581,31581,41500,,
2521,"91","I-495","FROM EXIT 422 TO EXIT 423","9103493",2017,79700,80000,0,81120,81000,"CB","50386",31567,31567,40500,,
2519,"91","SR 1115","E OF SR 1101","9103430",2017,10904,11000,0,11098,11000,"CB","31522",31522,31522,11000,,
2518,"91","SR 2764","E OF NC 55","9104180",2017,1285,1300,0,1308,1300,"GF","31499",31499,31499,1300,,
2517,"91","SR 1010","S OF SR 1379","9100755",2017,21894,22000,0,22284,22000,"CB","31472",31472,31472,22000,,
2516,"91","SR 1624","W OF NC 55","9100799",2017,13301,13000,0,13538,14000,"GF","31457",31457,31457,14000,,
2515,"WAKE","SR-1625","S SR 1624","17-02549",,,,,,13000,,,31456,31456,13000,,
2514,"31","SR 1121 (CORNWALLIS RD)","S OF NORTHEAST CREEK","3100468",2017,11709,12000,0,13268,13000,"CB","31412",31412,31412,13000,,
2513,"91","SR 1639","E of NC 55","9102971",2017,9105,9100,0,9267,9300,"GF","31410",31410,31410,9300,,
2512,"91","US 70","E OF DAVIS CIR","9100550",2017,33248,33000,0,37675,38000,"CB","31407",31407,31407,38000,,
2511,"91","SR 1664 (DURALEIGH RD)","N OF PLEASANT VALLEY RD","9100158",2017,20852,21000,0,23628,24000,"CB","31406",31406,31406,24000,,
2510,"50","SR 1701","S OF SR 1716","5001562",2017,2422,2400,0,2465,2500,"CB","31399",31399,31399,2500,,
2509,"JOHNSTON","SR-1716","West of Wendell Rd","17-13049",,,,,,1900,,,31398,31398,1900,,
2508,"ORANGE","SR-1146","Between I-40 and Rock Quarry Road","17-14788",,,,,,1100,,,31394,31394,1100,6,
2507,"91","HARGETT ST","W OF EAST ST","9100607",2017,1950,2000,0,1985,2000,"CB","31388",31388,31388,2000,,
2506,"31","US 15-501 BUS","N OF LAKEWOOD ST","3100090",2017,3629,3600,0,4112,4100,"CB","31387",31387,31387,4100,,
2505,"42","SR 1505","E OF SR 1006","4209023",2017,1817,1800,0,1849,1800,"GF","31369",31369,31369,1800,,
2504,"50","NC 210","N OF SR 1006","5000099",2017,8108,8100,0,8252,8300,"CB","31366",31366,31366,8300,,
2503,"91","US 64","FROM EXIT 425 TO EXIT 427","9103506",2017,68712,69000,0,69936,70000,"CB","31588",31016,32016,35000,,
2502,"34","SR 1103","S OF SR 1715","3401655",2017,895,900,0,911,910,"CB","26291",26291,26291,910,,
2501,"38","SR 1004","E OF SR 1121","3801655",2017,4335,4300,0,4412,4400,"CB","26284",26284,26284,4400,,
2500,"HARNETT","US-401","Between Matthews Rd and Wilburn Rd","17-10741",,,,,,12000,,,26281,26281,12000,,
2499,"34","US 401","S OF SR 1110","3400057",2017,11421,11000,0,11624,12000,"CB","26257",26257,26257,12000,,
2498,"91","SR 2748","W OF SR 1006","9104190",2017,1498,1500,0,1525,1500,"GF","26242",26242,26242,1500,,
2497,"91","SR 2742","E OF SR 1006","9104184",2017,1152,1200,0,1173,1200,"GF","26238",26238,26238,1200,,
2496,"34","US 401","W OF SR 1101","3400061",2017,11809,12000,0,12019,12000,"CB","26231",26231,26231,12000,,
2495,"38","SR 1127","S OF SR 1129","3801641",2017,1269,1300,0,1292,1300,"GF","26227",26227,26227,1300,10,
2494,"38","SR 1100","W OF SR 1115","3809073",2017,2756,2800,0,2805,2800,"CB","26224",26224,26224,2800,,
2493,"38","SR 1239","N OF SR 1117","3809066",2017,9172,9200,0,9335,9300,"CB","26222",26222,26222,9300,,
2492,"38","NC 56","E OF SR 1707","3800039",2017,5566,5600,0,5665,5700,"CB","26214",26214,26214,5700,,
2491,"38","SR 1004","N OF SR 1112","3803417",2017,5088,5100,0,5179,5200,"CB","26212",26212,26212,5200,,
2490,"91","NC 97","E OF NC 39","9102387",2017,2979,3000,0,3032,3000,"GF","26196",26196,26196,3000,,
2489,"34","US 1","S OF SR 1135","3400008",2017,38944,39000,0,39638,40000,"CB","26167",26167,26167,20000,,
2488,"34","US 1","S OF SR 1135","3400008",2017,38944,39000,0,39638,40000,"CB","26167",26166,26166,20000,,
2487,"DURHAM","I-85","Between Exit 186 and Exit 183","17-10717",,,,,,48000,,,26161,26161,24000,,
2485,"34","SR 1141","W OF NC 96","3401653",2017,1647,1600,0,1676,1700,"CB","26132",26132,26132,1700,,
2484,"JOHNSTON","NC-39","Between Chamblee Rd. and SR 2404 (Old US 264)","17-10707",,,,,,5100,,,26111,26111,5100,,
2483,"GRANVILLE","NC-56","Between I-85 exit ramp and SR 1215 (Lyon Station)","17-14827",,,,,,18000,,,26108,26108,18000,3,
2482,"38","SR 1103","S OF NC 56","3809070",2017,13245,13000,0,13481,13000,"CB","26102",26102,26102,13000,,
2481,"38","NC 56","E OF SR 1103","3809069",2017,6706,6700,0,6825,6800,"CB","26096",26096,26096,6800,,
2480,"38","I-85","FROM EXIT 189 TO EXIT 191","3800003",2017,35982,36000,0,35470,35000,"CB","25159",26093,26093,17500,,
2479,"38","SR 1174","W OF SR 1239","3809065",2017,5053,5100,0,5143,5100,"CB","26089",26089,26089,5100,,
2478,"ALAMANCE","SR-1996","E OF NC 119","17-14784",,,,,,2400,,,26078,26078,2400,,
2477,"WAKE","NC-42","NC 42 .3 miles west of Johnston County Line","17-14053",,,,,,16000,,,26062,26062,16000,,
2476,"34","NC 98","W OF SR 1101","3400062",2017,7625,7600,0,7761,7800,"CB","26035",26035,26035,7800,,
2475,"34","US 1 ALT","S OF SR 1161","3400064",2017,2587,2600,0,2931,2900,"CB","26031",26031,26031,2900,,
2474,"91","SR 2352","S OF SR 2349","9104302",2017,2275,2300,0,2316,2300,"CB","26007",26007,26007,2300,,
2473,"91","SR 1006","S OF SR 2879","9104191",2017,3200,3200,0,3257,3300,"GF","26004",26004,26004,3300,,
2472,"WAKE","SR-1006","South of Bud Lipscomb Rd","17-14047",,,,,,3400,,,26002,26002,3400,,
2471,"WAKE","NC-42","East of John Adams Rd","17-14048",,,,,,14000,,,26000,26000,14000,,
2470,"JOHNSTON","SR-1714","South of Bissette Rd","17-13046",,,,,,7100,,,25996,25996,7100,,
2469,"34","US 1 ALT","E OF US 1","3400012",2017,1026,1000,0,1163,1200,"CB","25992",25992,25992,1200,,
2468,"38","SR 1700","E OF NC 50","3801688",2017,4612,4600,0,4694,4700,"CB","25980",25980,25980,4700,,
2467,"38","NC 56","W OF SR 1702","3800042",2017,9105,9100,0,9267,9300,"CB","25977",25977,25977,9300,,
2466,"38","US 15","S OF SR 1638","3800009",2017,5147,5100,0,5832,5800,"CB","25973",25973,25973,5800,,
2465,"38","SR 1129","E OF SR 1635","3801621",2017,1336,1300,0,1360,1400,"CB","25966",25966,25966,1400,,
2464,"38","SR 1710","N OF SR 1711","3801619",2017,1649,1600,0,1678,1700,"GF","25959",25959,25959,1700,,
2463,"34","SR 1127","E OF SR 1141","3401555",2017,1328,1300,0,1352,1400,"GF","25944",25944,25944,1400,,
2462,"FRANKLIN","SR-1203","Between John Sandling Rd and Mount Olive Church Rd","17-10816",,,,,,540,,,25937,25937,540,,
2461,"FRANKLIN","NC-56","East of Will Mitchiner Rd","17-10826",,,,,,6700,,,25925,25925,6700,,
2460,"34","SR 1127","S OF NC 56","3401730",2017,2558,2600,0,2604,2600,"GF","25921",25921,25921,2600,,
2459,"34","SR 1706","W OF SR 1707","3401629",2017,1069,1100,0,1088,1100,"GF","25905",25905,25905,1100,,
2458,"34","SR 1717","N OF SR 1720","3401670",2017,938,940,0,955,960,"GF","25886",25886,25886,960,,
2457,"34","SR 1720","E OF SR 1103","3401598",2017,1121,1100,0,1141,1100,"CB","25882",25882,25882,1100,,
2456,"34","NC 39","N OF SR 1719","3400040",2017,8618,8600,0,8772,8800,"CB","25876",25876,25876,8800,,
2455,"34","NC 39","S OF SR 1731","3400041",2017,5000,5000,0,5089,5100,"CB","25872",25872,25872,5100,,
2454,"34","NC 39","S OF SR 1729","3403403",2017,5165,5200,0,5257,5300,"CB","25868",25868,25868,5300,,
2452,"JOHNSTON","NC-222","South of NC-231 HWY","17-13056",,,,,,1700,,,25845,25845,1700,,
2451,"JOHNSTON","SR-1720","Between SR 1722 (Mudham) and SR 1721 (Price-Hocutt)","17-13042",,,,,,1000,,,25838,25838,1000,,
2450,"JOHNSTON","NC-39","South of NC-231 HWY","17-13055",,,,,,3100,,,25831,25831,3100,,
2449,"50","NC 231","E OF NC 96","5000089",2017,1711,1700,0,1741,1700,"CB","25829",25829,25829,1700,,
2448,"50","NC 96","S OF SR 1730","5009009",2017,1942,1900,0,1977,2000,"CB","25827",25827,25827,2000,,
2447,"50","SR 1720","N OF NC 42","5001548",2017,1051,1100,0,1070,1100,"GF","25813",25813,25813,1100,,
2446,"JOHNSTON","SR-1701","South of Salem Church Rd","17-13050",,,,,,3400,,,25805,25805,3400,,
2445,"50","SR 1716","E OF SR 1741","5001554",2017,1088,1100,0,1107,1100,"GF","25801",25801,25801,1100,,
2444,"50","SR 1701","N OF SR 1716","5001557",2017,2630,2600,0,2677,2700,"CB","25797",25797,25797,2700,,
2443,"JOHNSTON","NC-42","East of Buffalo Rd","17-10706",,,,,,7800,,,25787,25787,7800,,
2442,"50","SR 1560","N OF SR 1557","5003522",2017,4428,4400,0,4507,4500,"GF","25763",25763,25763,4500,,
2441,"50","SR 1010","W OF SR 1330","5001617",2017,4298,4300,0,4375,4400,"GF","25743",25743,25743,4400,,
2440,"50","SR 1524","S OF NC 42","5003462",2017,8471,8500,0,8622,8600,"CB","25740",25740,25740,8600,,
2439,"50","SR 1517","W OF SR 1653","5001615",2017,3742,3700,0,3809,3800,"GF","25736",25736,25736,3800,,
2438,"50","SR 1335","W OF SR 1385","5001631",2017,2238,2200,0,2278,2300,"GF","25728",25728,25728,2300,,
2437,"50","SR 1524","E OF NC 50","5003470",2017,7926,7900,0,8067,8100,"CB","25716",25716,25716,8100,,
2436,"50","SR 1309","N OF NC 210","5001659",2017,2974,3000,0,3027,3000,"GF","25707",25707,25707,3000,,
2435,"42","SR 1594","N OF SR 1502","4201536",2017,4338,4300,0,4415,4400,"GF","25687",25687,25687,4400,,
2434,"42","SR 1448","S OF SR 1415","4201522",2017,2009,2000,0,2045,2000,"GF","25671",25671,25671,2000,,
2433,"42","SR 1446","S OF SR 1415","4201520",2017,1385,1400,0,1410,1400,"GF","25664",25664,25664,1400,,
2432,"42","US 401","N OF SR 1437","4200105",2017,7756,7800,0,7894,7900,"CB","25656",25656,25656,7900,,
2431,"42","SR 1412","S OF SR 1403","4201514",2017,1852,1900,0,1885,1900,"GF","25652",25652,25652,1900,,
2430,"42","SR 1403","W OF US 401","4201525",2017,985,990,0,1003,1000,"GF","25646",25646,25646,1000,,
2429,"42","SR 1412","S OF SR 1418","4201516",2017,1702,1700,0,1732,1700,"CB","25639",25639,25639,1700,,
2428,"42","SR 1415","W OF US 401","4201518",2017,1120,1100,0,1140,1100,"GF","25637",25637,25637,1100,,
2426,"50","SR 1716","W OF NC 96","5001555",2017,817,820,0,832,830,"GF","25626",25626,25626,830,,
2425,"JOHNSTON","NC-96","South of Lake Wendell Rd","17-13053",,,,,,2700,,,25624,25624,2700,,
2424,"50","SR 1723","E OF NC 96","5009011",2017,2359,2400,0,2401,2400,"GF","25623",25623,25623,2400,,
2423,"42","SR 1500","E OF SR 1006","4201544",2017,2113,2100,0,2151,2200,"GF","25621",25621,25621,2200,,
2422,"42","SR 1502","E of SR 1594","4201540",2017,2489,2500,0,2533,2500,"GF","25620",25620,25620,2500,,
2421,"42","SR 1594","S OF SR 1502","4201538",2017,3648,3600,0,3713,3700,"GF","25619",25619,25619,3700,,
2420,"42","NC 210","E OF NC 55","4200012",2017,9624,9600,0,9795,9800,"CB","25617",25617,25617,9800,,
2419,"42","SR 1500","E OF NC 55","4209027",2017,2975,3000,0,3028,3000,"GF","25615",25615,25615,3000,,
2418,"42","SR 1006","N OF SR 1500","4209024",2017,1597,1600,0,1625,1600,"GF","25614",25614,25614,1600,,
2417,"42","SR 1415","W OF NC 55","4201537",2017,2300,2300,0,2341,2300,"GF","25609",25609,25609,2300,,
2415,"42","SR 1403","S OF SR 1450","4201512",2017,1159,1200,0,1180,1200,"GF","25600",25600,25600,1200,,
2414,"34","NC 98","E OF NC 39","3400049",2017,3629,3600,0,3694,3700,"CB","25578",25578,25578,3700,,
2413,"34","NC 56","W OF SR 1224","3400067",2017,7261,7300,0,7390,7400,"CB","25575",25575,25575,7400,,
2412,"34","SR 1001","E OF NC 39","3401623",2017,2347,2300,0,2389,2400,"CB","25572",25572,25572,2400,,
2411,"34","SR 1706","W OF NC 39","3401624",2017,1266,1300,0,1289,1300,"CB","25567",25567,25567,1300,,
2410,"34","NC 98","W OF NC 39","3400050",2017,3219,3200,0,3276,3300,"CB","25564",25564,25564,3300,,
2409,"34","NC 39","N OF NC 98","3400039",2017,6212,6200,0,6323,6300,"CB","25561",25561,25561,6300,,
2408,"34","SR 1720","W OF SR 1717","3409014",2017,2374,2400,0,2416,2400,"CB","25558",25558,25558,2400,,
2407,"34","US 401","N OF SR 1103","3400058",2017,11349,11000,0,11551,12000,"CB","25555",25555,25555,12000,,
2406,"34","NC 98","E OF SR 1708","3400051",2017,5238,5200,0,5331,5300,"CB","25548",25548,25548,5300,,
2405,"34","NC 98","E OF SR 1100","3400052",2017,8304,8300,0,8452,8500,"CB","25539",25539,25539,8500,,
2404,"34","SR 1103","S OF NC 98","3401651",2017,769,770,0,783,780,"CB","25538",25538,25538,780,,
2403,"34","SR 1001","N OF NC 98","3401633",2017,2369,2400,0,2411,2400,"CB","25534",25534,25534,2400,,
2402,"34","SR 1103","E OF US 401","3401634",2017,2122,2100,0,2160,2200,"GF","25533",25533,25533,2200,,
2401,"34","SR 1716","S OF NC 98","3401652",2017,1518,1500,0,1545,1500,"GF","25529",25529,25529,1500,,
2400,"50","SR 2105","N OF NC 231","5001506",2017,558,560,0,568,570,"GF","25511",25511,25511,570,,
2399,"50","NC 222","S OF NC 42","5000080",2017,2287,2300,0,2328,2300,"CB","25508",25508,25508,2300,,
2398,"50","NC 42","E OF NC 222","5000136",2017,4545,4500,0,4626,4600,"CB","25507",25507,25507,4600,,
2397,"50","NC 222","W OF NC 42","5000081",2017,1973,2000,0,2008,2000,"CB","25506",25506,25506,2000,,
2396,"34","NC 39","N OF SR 1744","3400042",2017,6318,6300,0,6431,6400,"CB","25503",25503,25503,6400,,
2395,"34","SR 1744","W OF NC 39","3401737",2017,369,370,0,376,380,"CB","25501",25501,25501,380,,
2394,"34","SR 1770","W OF NC 39","3401741",2017,2069,2100,0,2106,2100,"GF","25500",25500,25500,2100,,
2393,"50","SR 1720","S OF NC 42","5001547",2017,848,850,0,863,860,"CB","25497",25497,25497,860,,
2392,"34","SR 1106","N OF SR 1167","3403415",2017,1900,1900,0,1934,1900,"CB","25492",25492,25492,1900,,
2390,"34","SR 1105","E OF SR 1100","3401643",2017,3216,3200,0,3273,3300,"GF","25487",25487,25487,3300,,
2389,"34","NC 39","S OF SR 1770","3400046",2017,5578,5600,0,5677,5700,"CB","25482",25482,25482,5700,,
2388,"50","SR 1720","N OF NC 96","5001543",2017,463,460,0,471,470,"CB","25479",25479,25479,470,,
2387,"34","NC 39","S OF SR 1770","3400043",2017,5530,5500,0,5628,5600,"CB","25478",25478,25478,5600,,
2386,"50","NC 231","W OF NC 39","5003405",2017,1378,1400,0,1403,1400,"CB","25472",25472,25472,1400,,
2385,"50","NC 39","S OF SR 2121","5000154",2017,2400,2400,0,2443,2400,"CB","25470",25470,25470,2400,,
2384,"50","NC 42","E OF NC 96","5000140",2017,6463,6500,0,6578,6600,"CB","25467",25467,25467,6600,,
2383,"50","NC 42","W OF NC 96","5000141",2017,6218,6200,0,6329,6300,"CB","25462",25462,25462,6300,,
2382,"50","SR 1702","S OF SR 1003","5009012",2017,2559,2600,0,2605,2600,"CB","25461",25461,25461,2600,,
2381,"50","SR 1701","S OF SR 1747","5003465",2017,2942,2900,0,2994,3000,"GF","25456",25456,25456,3000,,
2380,"50","SR 1700","N OF SR 1003","5001570",2017,3851,3900,0,3920,3900,"CB","25455",25455,25455,3900,,
2379,"50","NC 42","W OF SR 1003","5000143",2017,12073,12000,0,12288,12000,"CB","25449",25449,25449,12000,,
2378,"50","SR 1003","N OF NC 42","5001574",2017,8589,8600,0,8742,8700,"GF","25448",25448,25448,8700,,
2377,"50","SR 1003","E OF SR 1700","5003464",2017,8981,9000,0,9141,9100,"CB","25445",25445,25445,9100,,
2376,"50","SR 1720","S OF SR 1700","5001560",2017,2061,2100,0,2098,2100,"CB","25444",25444,25444,2100,,
2375,"JOHNSTON","SR-1720","North of Covered Bridge Rd","17-13052",,,,,,3200,,,25442,25442,3200,,
2374,"50","NC 231","W OF NC 96","5000090",2017,1552,1600,0,1580,1600,"CB","25439",25439,25439,1600,,
2373,"34","SR 1770","E OF SR 1746","3401740",2017,1893,1900,0,1927,1900,"CB","25437",25437,25437,1900,,
2370,"34","US 1 ALT","S OF VINE ST","3400010",2017,2414,2400,0,2735,2700,"CB","25431",25431,25431,2700,,
2369,"50","NC 96","N OF NC 231","5000114",2017,1931,1900,0,1965,2000,"CB","25430",25430,25430,2000,,
2368,"50","NC 39","N OF NC 231","5000151",2017,3851,3900,0,3920,3900,"CB","25429",25429,25429,3900,,
2367,"50","NC 39","N OF NC 42","5009010",2017,3237,3200,0,3295,3300,"CB","25428",25428,25428,3300,,
2366,"50","NC 231","E OF SR 2106","5000087",2017,2104,2100,0,2141,2100,"CB","25427",25427,25427,2100,,
2365,"50","NC 42","E OF NC 39","5000138",2017,4797,4800,0,4882,4900,"CB","25426",25426,25426,4900,,
2364,"34","NC 56","E OF US 1 ALT","3400088",2017,10795,11000,0,10987,11000,"CB","25421",25421,25421,11000,,
2363,"34","NC 56","W OF SR 1118","3400087",2017,8718,8700,0,8873,8900,"CB","25419",25419,25419,8900,,
2362,"34","US 1","S OF SR 1204","3400003",2017,15474,15000,0,15750,16000,"CB","25415",25415,25415,16000,,
2361,"34","US 1","S OF SR 1275","3400002",2017,15968,16000,0,16252,16000,"CB","25414",25414,25414,16000,,
2360,"34","SR 1203","N OF NC 56","3401551",2017,1269,1300,0,1292,1300,"GF","25413",25413,25413,1300,,
2359,"34","NC 56","E OF SR 1127","3400090",2017,10861,11000,0,11054,11000,"CB","25411",25411,25411,11000,,
2358,"34","US 1 ALT","S OF SR 1122","3400014",2017,2536,2500,0,2874,2900,"CB","25407",25407,25407,2900,,
2357,"34","US 1 ALT","S OF NC 56","3400013",2017,4093,4100,0,4638,4600,"CB","25406",25406,25406,4600,,
2356,"34","US 1 ALT","N of NC 56","3400011",2017,2590,2600,0,2935,2900,"GF","25404",25404,25404,2900,,
2355,"34","US 1","S OF NC 56","3400004",2017,21175,21000,0,21552,22000,"GF","25400",25400,25400,22000,,
2354,"34","SR 1125","S OF US 1 ALT","3401735",2017,2298,2300,0,2339,2300,"CB","25391",25391,25391,2300,,
2353,"34","SR 1127","E OF SR 1134","3403411",2017,1607,1600,0,1636,1600,"GF","25385",25385,25385,1600,,
2352,"34","SR 1127","W OF US 1","3401731",2017,3586,3600,0,3650,3700,"CB","25379",25379,25379,3700,,
2351,"34","US 1","S OF US 1 ALT","3400006",2017,21853,22000,0,22242,22000,"CB","25375",25375,25375,22000,,
2350,"34","SR 1100","W OF US 401","3401636",2017,2485,2500,0,2529,2500,"GF","25363",25363,25363,2500,,
2349,"FRANKLIN","SR-1103","South of Wiggins Rd","17-10836",,,,,,2600,,,25358,25358,2600,,
2348,"34","SR 1105","N OF SR 1103","3409009",2017,2927,2900,0,2979,3000,"CB","25357",25357,25357,3000,,
2347,"34","SR 1100","N OF SR 1150","3409011",2017,3941,3900,0,4011,4000,"CB","25353",25353,25353,4000,,
2346,"34","NC 96","S OF SR 1100","3400045",2017,8839,8800,0,8996,9000,"CB","25349",25349,25349,9000,,
2345,"34","SR 1100","E OF SR 1132","3401719",2017,14969,15000,0,15236,15000,"CB","25348",25348,25348,15000,,
2344,"34","SR 1132","N OF SR 1100","3403406",2017,1564,1600,0,1592,1600,"GF","25347",25347,25347,1600,,
2343,"34","NC 96","N OF SR 1128","3400017",2017,6833,6800,0,6955,7000,"CB","25343",25343,25343,7000,,
2342,"34","SR 1147","W OF NC 96","3401720",2017,7329,7300,0,7460,7500,"CB","25340",25340,25340,7500,,
2341,"34","US 1","S OF NC 96","3409007",2017,26568,27000,0,27041,27000,"CB","25339",25339,25339,27000,,
2340,"34","SR 1130","S OF NC 96","3401721",2017,4014,4000,0,4085,4100,"GF","25333",25333,25333,4100,,
2339,"34","US 1 ALT","S OF NC 96","3400019",2017,2707,2700,0,3067,3100,"CB","25332",25332,25332,3100,,
2338,"FRANKLIN","SR-1130","SW OF SR 1129","17-10831",,,,,,3300,,,25331,25331,3300,,
2337,"FRANKLIN","NC-96","EOFUS1A","17-10832",,,,,,15000,,,25330,25330,15000,,
2336,"34","SR 1106","S OF SR 1100","3401644",2017,2489,2500,0,2533,2500,"GF","25325",25325,25325,2500,,
2335,"38","NC 56","E OF NC 96","3800040",2017,6605,6600,0,6723,6700,"CB","25322",25322,25322,6700,,
2334,"38","NC 96","S OF NC 56","3800046",2017,5702,5700,0,5804,5800,"CB","25321",25321,25321,5800,,
2333,"38","SR 1711","S OF NC 96","3809058",2017,1847,1800,0,1880,1900,"CB","25316",25316,25316,1900,,
2332,"34","NC 96","S OF SR 1141","3403401",2017,6191,6200,0,7015,7000,"CB","25314",25314,25314,7000,,
2331,"38","NC 56","W OF SR 1129","3800041",2017,7040,7000,0,7165,7200,"CB","25310",25310,25310,7200,,
2330,"38","SR 1711","W OF SR 1718","3801630",2017,4215,4200,0,4290,4300,"CB","25305",25305,25305,4300,,
2329,"38","SR 1710","S OF SR 1700","3801628",2017,1004,1000,0,1022,1000,"CB","25304",25304,25304,1000,,
2328,"GRANVILLE","SR-1700","West of Sunrise Ridge Rd","17-10728",,,,,,2900,,,25303,25303,2900,,
2327,"GRANVILLE","NC-56","East of Walters Rd","17-10732",,,,,,6700,,,25302,25302,6700,,
2326,"38","NC 96","N OF NC 56","3800047",2017,6848,6800,0,6970,7000,"CB","25300",25300,25300,7000,,
2325,"38","NC 96","E OF SR 1709","3800045",2017,4230,4200,0,4305,4300,"GF","25297",25297,25297,4300,,
2324,"38","SR 1700","W OF NC 96","3801617",2017,2008,2000,0,2044,2000,"CB","25296",25296,25296,2000,,
2323,"34","SR 1105","N OF SR 1114","3409008",2017,2861,2900,0,2912,2900,"CB","25294",25294,25294,2900,,
2322,"34","SR 1113","W OF SR 1105","3401572",2017,2039,2000,0,2075,2100,"CB","25292",25292,25292,2100,,
2321,"34","US 1","N OF NC 96","3400007",2017,21511,22000,0,21894,22000,"CB","25278",25278,25278,22000,,
2319,"50","SR 1708","E OF SR 1004","5001590",2017,7566,7600,0,7701,7700,"CB","25259",25259,25259,7700,,
2318,"50","SR 1552","W OF SR 1004","5001592",2017,4907,4900,0,4994,5000,"CB","25248",25248,25248,5000,,
2317,"50","SR 1553","N OF US 70 BUS","5003500",2017,11278,11000,0,11479,11000,"GF","25243",25243,25243,11000,,
2316,"50","SR 1552","N OF SR 1004","5001589",2017,1597,1600,0,1625,1600,"GF","25240",25240,25240,1600,,
2315,"50","SR 1004","S OF SR 1552","5009035",2017,7627,7600,0,7763,7800,"CB","25237",25237,25237,7800,,
2313,"50","US 70 BUS","W OF SR 1553","5009034",2017,38027,38000,0,38704,39000,"CB","25225",25225,25225,39000,,
2312,"34","SR 1103","W OF US 401","3401635",2017,3384,3400,0,3444,3400,"CB","25214",25214,25214,3400,,
2311,"34","SR 1001","S OF SR 1720","3401667",2017,2130,2100,0,2168,2200,"GF","25213",25213,25213,2200,,
2310,"FRANKLIN","NC-39","North of Mallie Pearce Rd","17-10828",,,,,,6000,,,25212,25212,6000,,
2309,"34","NC 98","E OF US 401","3409013",2017,6895,6900,0,7018,7000,"CB","25209",25209,25209,7000,,
2308,"JOHNSTON","SR-1003","South of Lake Wendell Rd","17-13047",,,,,,5800,,,25205,25205,5800,,
2307,"34","US 401","N OF SR 1100","3400059",2017,11983,12000,0,12196,12000,"CB","25204",25204,25204,12000,,
2306,"34","SR 1100","E OF US 401","3401637",2017,2672,2700,0,2720,2700,"CB","25203",25203,25203,2700,,
2305,"GRANVILLE","NC-96","North of Pitts Rd","17-10729",,,,,,4100,,,25201,25201,4100,,
2304,"38","US 15","N OF SR 1129","3800010",2017,4180,4200,0,4737,4700,"CB","25199",25199,25199,4700,,
2303,"38","SR 1736","E OF US 15","3803405",2017,4551,4600,0,4632,4600,"GF","25193",25193,25193,4600,,
2302,"38","NC 50-56","E OF US 15","3800038",2017,10233,10000,0,10415,10000,"CB","25192",25192,25192,10000,,
2301,"38","US 15/NC 56","N OF SR 1736","3803435",2017,10161,10000,0,11514,12000,"CB","25191",25191,25191,12000,,
2300,"38","SR 1639","S OF US 15","3801684",2017,4463,4500,0,4542,4500,"CB","25185",25185,25185,4500,,
2299,"38","US 15","N OF NC 50-56","3800008",2017,2653,2700,0,3006,3000,"CB","25184",25184,25184,3000,,
2298,"38","NC 56","W OF US 15","3800067",2017,11283,11000,0,11484,11000,"CB","25183",25183,25183,11000,,
2297,"38","SR 1129","W OF US 15","3801639",2017,1871,1900,0,1904,1900,"CB","25178",25178,25178,1900,10,
2296,"38","SR 1127","N OF NC 56","3801685",2017,1526,1500,0,1553,1600,"GF","25177",25177,25177,1600,,
2295,"38","NC 50","S OF SR 1723","3800035",2017,8076,8100,0,8220,8200,"CB","25172",25172,25172,8200,,
2294,"38","NC 56","S OF SR 1672","3809059",2017,10145,10000,0,10326,10000,"CB","25167",25167,25167,10000,,
2293,"GRANVILLE","NC-56","W OF SR 1108","17-14828",,,,,,17000,,,25160,25160,17000,10,
2292,"38","I-85","FROM EXIT 189 TO EXIT 191","3800003",2017,35982,36000,0,35470,35000,"CB","25159",25159,25159,17500,,
2291,"38","SR 1103","N OF US 15","3801647",2017,7133,7100,0,7260,7300,"CB","25157",25157,25157,7300,,
2290,"GRANVILLE","US-15","Between I-85 and Will Suitt Rd","17-14832",,,,,,9900,,,25150,25150,9900,10,
2289,"38","SR 1728","N OF SR 1901 COUNTY LINE RD","3803421",2017,5437,5400,0,5534,5500,"CB","25145",25145,25145,5500,,
2288,"38","SR 1726","N OF SR 1727","3801657",2017,1947,1900,0,1982,2000,"GF","25144",25144,25144,2000,,
2287,"38","NC 50","S OF SR 1700","3800036",2017,8906,8900,0,9065,9100,"CB","25140",25140,25140,9100,,
2286,"GRANVILLE","I-85","From Exit 186 to Exit 189","17-10716",,,,,,37000,,,25131,25131,18500,,
2285,"GRANVILLE","I-85","From Exit 186 to Exit 189","17-10716",,,,,,37000,,,25130,25130,18500,,
2284,"42","SR 2215","E OF US 401","4201529",2017,1576,1600,0,1604,1600,"GF","25126",25126,25126,1600,,
2283,"GRANVILLE","I-85","EX202 TO EX191","17-10715",,,,,,32000,,,25121,25121,16000,,
2282,"38","SR 1129","N OF NC 56","3801620",2017,1138,1100,0,1158,1200,"GF","25117",25117,25117,1200,,
